1334464: 1537, zeros: 1526, ones: 11, pp: 0.992843, history: 00000000000000000000
1336160: 212, zeros: 212, ones: 0, pp: 1.000000, history: 00000000000000000000
1336170: 180, zeros: 180, ones: 0, pp: 1.000000, history: 00000000000000000000
1336464: 184, zeros: 184, ones: 0, pp: 1.000000, history: 00000000000000000000
1336541: 2089, zeros: 2041, ones: 48, pp: 0.977022, history: 00000000000000000000
1336570: 582, zeros: 581, ones: 1, pp: 0.998282, history: 00000000000000000000
1336574: 204, zeros: 203, ones: 1, pp: 0.995098, history: 00000000000000000000
1336651: 108, zeros: 106, ones: 2, pp: 0.981481, history: 00000000000000000000
1336654: 110, zeros: 107, ones: 3, pp: 0.972727, history: 00000000000000000000
1362160: 850, zeros: 850, ones: 0, pp: 1.000000, history: 00000000000000000000
1362170: 663, zeros: 662, ones: 1, pp: 0.998492, history: 00000000000000000000
1362464: 176, zeros: 171, ones: 5, pp: 0.971591, history: 00000000000000000000
1362545: 175, zeros: 175, ones: 0, pp: 1.000000, history: 00000000000000000000
2040360: 124, zeros: 114, ones: 10, pp: 0.919355, history: 00000000000000000000
2040521: 103, zeros: 83, ones: 20, pp: 0.805825, history: 00000000000000000000
2040531: 101, zeros: 81, ones: 20, pp: 0.801980, history: 00000000000000000000
2040770: 330, zeros: 316, ones: 14, pp: 0.957576, history: 00000000000000000000
2041053: 113, zeros: 105, ones: 8, pp: 0.929204, history: 00000000000000000000
2041113: 3155, zeros: 3147, ones: 8, pp: 0.997464, history: 00000000000000000000
2041133: 367, zeros: 364, ones: 3, pp: 0.991826, history: 00000000000000000000
2041163: 896, zeros: 896, ones: 0, pp: 1.000000, history: 00000000000000000000
2041173: 511, zeros: 511, ones: 0, pp: 1.000000, history: 00000000000000000000
2041210: 1682, zeros: 1563, ones: 119, pp: 0.929251, history: 00000000000000000000
2041213: 182, zeros: 181, ones: 1, pp: 0.994505, history: 00000000000000000000
2041303: 240, zeros: 228, ones: 12, pp: 0.950000, history: 00000000000000000000
2041313: 2221, zeros: 2220, ones: 1, pp: 0.999550, history: 00000000000000000000
2041323: 170, zeros: 170, ones: 0, pp: 1.000000, history: 00000000000000000000
2041373: 1535, zeros: 1535, ones: 0, pp: 1.000000, history: 00000000000000000000
2041443: 287, zeros: 287, ones: 0, pp: 1.000000, history: 00000000000000000000
2041503: 852, zeros: 851, ones: 1, pp: 0.998826, history: 00000000000000000000
2041513: 267, zeros: 267, ones: 0, pp: 1.000000, history: 00000000000000000000
2041523: 122, zeros: 122, ones: 0, pp: 1.000000, history: 00000000000000000000
2041533: 2383, zeros: 2365, ones: 18, pp: 0.992446, history: 00000000000000000000
2041543: 915, zeros: 908, ones: 7, pp: 0.992350, history: 00000000000000000000
2041553: 894, zeros: 894, ones: 0, pp: 1.000000, history: 00000000000000000000
2051210: 301, zeros: 295, ones: 6, pp: 0.980066, history: 00000000000000000000
2074103: 969, zeros: 947, ones: 22, pp: 0.977296, history: 00000000000000000000
2074220: 1210, zeros: 1209, ones: 1, pp: 0.999174, history: 00000000000000000000
2074223: 182, zeros: 181, ones: 1, pp: 0.994505, history: 00000000000000000000
2110120: 460, zeros: 458, ones: 2, pp: 0.995652, history: 00000000000000000000
2110170: 114, zeros: 113, ones: 1, pp: 0.991228, history: 00000000000000000000
2110743: 415, zeros: 415, ones: 0, pp: 1.000000, history: 00000000000000000000
2111110: 194, zeros: 193, ones: 1, pp: 0.994845, history: 00000000000000000000
2111113: 300, zeros: 299, ones: 1, pp: 0.996667, history: 00000000000000000000
2111163: 113, zeros: 113, ones: 0, pp: 1.000000, history: 00000000000000000000
2111210: 127, zeros: 125, ones: 2, pp: 0.984252, history: 00000000000000000000
2111313: 138, zeros: 137, ones: 1, pp: 0.992754, history: 00000000000000000000
2111373: 156, zeros: 156, ones: 0, pp: 1.000000, history: 00000000000000000000
2111503: 112, zeros: 112, ones: 0, pp: 1.000000, history: 00000000000000000000
2111533: 314, zeros: 311, ones: 3, pp: 0.990446, history: 00000000000000000000
2111543: 117, zeros: 114, ones: 3, pp: 0.974359, history: 00000000000000000000
2154223: 279, zeros: 277, ones: 2, pp: 0.992832, history: 00000000000000000000
2160170: 714, zeros: 675, ones: 39, pp: 0.945378, history: 00000000000000000000
2160223: 317, zeros: 306, ones: 11, pp: 0.965300, history: 00000000000000000000
2164103: 414, zeros: 369, ones: 45, pp: 0.891304, history: 00000000000000000000
2164350: 1367, zeros: 1229, ones: 138, pp: 0.899049, history: 00000000000000000000
2170103: 1207, zeros: 1120, ones: 87, pp: 0.927920, history: 00000000000000000000
2170220: 857, zeros: 854, ones: 3, pp: 0.996499, history: 00000000000000000000
2170223: 467, zeros: 459, ones: 8, pp: 0.982869, history: 00000000000000000000
2361400: 414, zeros: 414, ones: 0, pp: 1.000000, history: 00000000000000000000
2370223: 119, zeros: 118, ones: 1, pp: 0.991597, history: 00000000000000000000
2374100: 164, zeros: 149, ones: 15, pp: 0.908537, history: 00000000000000000000
2405362: 220, zeros: 215, ones: 5, pp: 0.977273, history: 00000000000000000000
2411113: 605, zeros: 605, ones: 0, pp: 1.000000, history: 00000000000000000000
2411553: 248, zeros: 248, ones: 0, pp: 1.000000, history: 00000000000000000000
2425562: 111, zeros: 111, ones: 0, pp: 1.000000, history: 00000000000000000000
2435112: 374, zeros: 372, ones: 2, pp: 0.994652, history: 00000000000000000000
2444173: 109, zeros: 109, ones: 0, pp: 1.000000, history: 00000000000000000000
2445123: 452, zeros: 451, ones: 1, pp: 0.997788, history: 00000000000000000000
2445133: 354, zeros: 347, ones: 7, pp: 0.980226, history: 00000000000000000000
2445163: 184, zeros: 182, ones: 2, pp: 0.989130, history: 00000000000000000000
2445313: 405, zeros: 405, ones: 0, pp: 1.000000, history: 00000000000000000000
2445343: 375, zeros: 373, ones: 2, pp: 0.994667, history: 00000000000000000000
2445362: 6186, zeros: 5472, ones: 714, pp: 0.884578, history: 00000000000000000000
2445503: 476, zeros: 476, ones: 0, pp: 1.000000, history: 00000000000000000000
2445543: 506, zeros: 502, ones: 4, pp: 0.992095, history: 00000000000000000000
2445553: 229, zeros: 228, ones: 1, pp: 0.995633, history: 00000000000000000000
2445713: 209, zeros: 209, ones: 0, pp: 1.000000, history: 00000000000000000000
2451113: 175, zeros: 168, ones: 7, pp: 0.960000, history: 00000000000000000000
2451313: 106, zeros: 106, ones: 0, pp: 1.000000, history: 00000000000000000000
2451553: 741, zeros: 732, ones: 9, pp: 0.987854, history: 00000000000000000000
2455153: 453, zeros: 453, ones: 0, pp: 1.000000, history: 00000000000000000000
2455313: 223, zeros: 223, ones: 0, pp: 1.000000, history: 00000000000000000000
2455373: 737, zeros: 736, ones: 1, pp: 0.998643, history: 00000000000000000000
2455543: 115, zeros: 115, ones: 0, pp: 1.000000, history: 00000000000000000000
2455553: 265, zeros: 265, ones: 0, pp: 1.000000, history: 00000000000000000000
2460103: 4912, zeros: 4696, ones: 216, pp: 0.956026, history: 00000000000000000000
2460173: 111, zeros: 109, ones: 2, pp: 0.981982, history: 00000000000000000000
2460223: 479, zeros: 461, ones: 18, pp: 0.962422, history: 00000000000000000000
2461153: 859, zeros: 852, ones: 7, pp: 0.991851, history: 00000000000000000000
2461360: 128, zeros: 128, ones: 0, pp: 1.000000, history: 00000000000000000000
2461373: 434, zeros: 418, ones: 16, pp: 0.963134, history: 00000000000000000000
2464103: 7870, zeros: 7551, ones: 319, pp: 0.959466, history: 00000000000000000000
2464173: 237, zeros: 237, ones: 0, pp: 1.000000, history: 00000000000000000000
2464223: 817, zeros: 796, ones: 21, pp: 0.974296, history: 00000000000000000000
2465113: 2330, zeros: 2330, ones: 0, pp: 1.000000, history: 00000000000000000000
2465133: 615, zeros: 614, ones: 1, pp: 0.998374, history: 00000000000000000000
2465163: 168, zeros: 166, ones: 2, pp: 0.988095, history: 00000000000000000000
2465313: 392, zeros: 374, ones: 18, pp: 0.954082, history: 00000000000000000000
2465353: 155, zeros: 153, ones: 2, pp: 0.987097, history: 00000000000000000000
2465363: 1824, zeros: 1814, ones: 10, pp: 0.994518, history: 00000000000000000000
2465373: 122, zeros: 122, ones: 0, pp: 1.000000, history: 00000000000000000000
2465503: 232, zeros: 231, ones: 1, pp: 0.995690, history: 00000000000000000000
2465533: 1738, zeros: 1737, ones: 1, pp: 0.999425, history: 00000000000000000000
2465703: 320, zeros: 320, ones: 0, pp: 1.000000, history: 00000000000000000000
2471113: 344, zeros: 344, ones: 0, pp: 1.000000, history: 00000000000000000000
2471153: 290, zeros: 288, ones: 2, pp: 0.993103, history: 00000000000000000000
2471373: 1768, zeros: 1767, ones: 1, pp: 0.999434, history: 00000000000000000000
2471553: 127, zeros: 126, ones: 1, pp: 0.992126, history: 00000000000000000000
2474103: 1489, zeros: 1424, ones: 65, pp: 0.956347, history: 00000000000000000000
2474340: 325, zeros: 294, ones: 31, pp: 0.904615, history: 00000000000000000000
2475153: 458, zeros: 458, ones: 0, pp: 1.000000, history: 00000000000000000000
2475303: 1150, zeros: 1150, ones: 0, pp: 1.000000, history: 00000000000000000000
2475313: 245, zeros: 242, ones: 3, pp: 0.987755, history: 00000000000000000000
2475373: 123, zeros: 118, ones: 5, pp: 0.959350, history: 00000000000000000000
2501373: 105, zeros: 104, ones: 1, pp: 0.990476, history: 00000000000000000000
2504103: 657, zeros: 655, ones: 2, pp: 0.996956, history: 00000000000000000000
2511373: 135, zeros: 131, ones: 4, pp: 0.970370, history: 00000000000000000000
2531373: 157, zeros: 157, ones: 0, pp: 1.000000, history: 00000000000000000000
2540103: 1168, zeros: 1106, ones: 62, pp: 0.946918, history: 00000000000000000000
2540223: 130, zeros: 122, ones: 8, pp: 0.938462, history: 00000000000000000000
2541113: 3579, zeros: 3548, ones: 31, pp: 0.991338, history: 00000000000000000000
2541150: 10117, zeros: 9106, ones: 1011, pp: 0.900069, history: 00000000000000000000
2541313: 1993, zeros: 1990, ones: 3, pp: 0.998495, history: 00000000000000000000
2541373: 1686, zeros: 1685, ones: 1, pp: 0.999407, history: 00000000000000000000
2541553: 270, zeros: 269, ones: 1, pp: 0.996296, history: 00000000000000000000
2545113: 107, zeros: 107, ones: 0, pp: 1.000000, history: 00000000000000000000
2545133: 146, zeros: 145, ones: 1, pp: 0.993151, history: 00000000000000000000
2545153: 507, zeros: 506, ones: 1, pp: 0.998028, history: 00000000000000000000
2545332: 403, zeros: 390, ones: 13, pp: 0.967742, history: 00000000000000000000
2545353: 331, zeros: 330, ones: 1, pp: 0.996979, history: 00000000000000000000
2545363: 1288, zeros: 1259, ones: 29, pp: 0.977484, history: 00000000000000000000
2545373: 254, zeros: 253, ones: 1, pp: 0.996063, history: 00000000000000000000
2545503: 114, zeros: 114, ones: 0, pp: 1.000000, history: 00000000000000000000
2545523: 283, zeros: 274, ones: 9, pp: 0.968198, history: 00000000000000000000
2545533: 837, zeros: 830, ones: 7, pp: 0.991637, history: 00000000000000000000
2554103: 458, zeros: 412, ones: 46, pp: 0.899563, history: 00000000000000000000
2555153: 229, zeros: 214, ones: 15, pp: 0.934498, history: 00000000000000000000
2560103: 990, zeros: 916, ones: 74, pp: 0.925253, history: 00000000000000000000
2561153: 803, zeros: 768, ones: 35, pp: 0.956413, history: 00000000000000000000
2561313: 628, zeros: 612, ones: 16, pp: 0.974522, history: 00000000000000000000
2561373: 1108, zeros: 1104, ones: 4, pp: 0.996390, history: 00000000000000000000
2564103: 624, zeros: 615, ones: 9, pp: 0.985577, history: 00000000000000000000
2565153: 640, zeros: 640, ones: 0, pp: 1.000000, history: 00000000000000000000
2565373: 968, zeros: 968, ones: 0, pp: 1.000000, history: 00000000000000000000
2565503: 160, zeros: 160, ones: 0, pp: 1.000000, history: 00000000000000000000
2565553: 282, zeros: 282, ones: 0, pp: 1.000000, history: 00000000000000000000
2565710: 400, zeros: 362, ones: 38, pp: 0.905000, history: 00000000000000000000
2570103: 3548, zeros: 3430, ones: 118, pp: 0.966742, history: 00000000000000000000
2570173: 738, zeros: 737, ones: 1, pp: 0.998645, history: 00000000000000000000
2570223: 334, zeros: 327, ones: 7, pp: 0.979042, history: 00000000000000000000
2571113: 310, zeros: 310, ones: 0, pp: 1.000000, history: 00000000000000000000
2571173: 289, zeros: 287, ones: 2, pp: 0.993080, history: 00000000000000000000
2571313: 263, zeros: 233, ones: 30, pp: 0.885932, history: 00000000000000000000
2571373: 2249, zeros: 2248, ones: 1, pp: 0.999555, history: 00000000000000000000
2571533: 287, zeros: 287, ones: 0, pp: 1.000000, history: 00000000000000000000
2571553: 116, zeros: 116, ones: 0, pp: 1.000000, history: 00000000000000000000
2571713: 107, zeros: 107, ones: 0, pp: 1.000000, history: 00000000000000000000
2574103: 1934, zeros: 1800, ones: 134, pp: 0.930714, history: 00000000000000000000
2575363: 837, zeros: 798, ones: 39, pp: 0.953405, history: 00000000000000000000
2575373: 538, zeros: 536, ones: 2, pp: 0.996283, history: 00000000000000000000
2575523: 760, zeros: 711, ones: 49, pp: 0.935526, history: 00000000000000000000
2575543: 161, zeros: 160, ones: 1, pp: 0.993789, history: 00000000000000000000
2575553: 2310, zeros: 2309, ones: 1, pp: 0.999567, history: 00000000000000000000
2600101: 414, zeros: 394, ones: 20, pp: 0.951691, history: 00000000000000000000
2615302: 328, zeros: 319, ones: 9, pp: 0.972561, history: 00000000000000000000
2641313: 164, zeros: 164, ones: 0, pp: 1.000000, history: 00000000000000000000
2641373: 606, zeros: 606, ones: 0, pp: 1.000000, history: 00000000000000000000
2650103: 2172, zeros: 2073, ones: 99, pp: 0.954420, history: 00000000000000000000
2650223: 220, zeros: 213, ones: 7, pp: 0.968182, history: 00000000000000000000
2651123: 145, zeros: 144, ones: 1, pp: 0.993103, history: 00000000000000000000
2651143: 264, zeros: 262, ones: 2, pp: 0.992424, history: 00000000000000000000
2651153: 1513, zeros: 1499, ones: 14, pp: 0.990747, history: 00000000000000000000
2651353: 111, zeros: 108, ones: 3, pp: 0.972973, history: 00000000000000000000
2651373: 1506, zeros: 1190, ones: 316, pp: 0.790173, history: 00000000000000000000
2651533: 220, zeros: 220, ones: 0, pp: 1.000000, history: 00000000000000000000
2651553: 154, zeros: 153, ones: 1, pp: 0.993506, history: 00000000000000000000
2654103: 3610, zeros: 3486, ones: 124, pp: 0.965651, history: 00000000000000000000
2654223: 381, zeros: 369, ones: 12, pp: 0.968504, history: 00000000000000000000
2654340: 1338, zeros: 1203, ones: 135, pp: 0.899103, history: 00000000000000000000
2655153: 729, zeros: 713, ones: 16, pp: 0.978052, history: 00000000000000000000
2655373: 243, zeros: 243, ones: 0, pp: 1.000000, history: 00000000000000000000
2655553: 438, zeros: 438, ones: 0, pp: 1.000000, history: 00000000000000000000
2660173: 154, zeros: 154, ones: 0, pp: 1.000000, history: 00000000000000000000
2660223: 359, zeros: 343, ones: 16, pp: 0.955432, history: 00000000000000000000
2660340: 971, zeros: 874, ones: 97, pp: 0.900103, history: 00000000000000000000
2661113: 363, zeros: 326, ones: 37, pp: 0.898072, history: 00000000000000000000
2661153: 1562, zeros: 1560, ones: 2, pp: 0.998720, history: 00000000000000000000
2661313: 405, zeros: 403, ones: 2, pp: 0.995062, history: 00000000000000000000
2661553: 612, zeros: 612, ones: 0, pp: 1.000000, history: 00000000000000000000
2664103: 384, zeros: 373, ones: 11, pp: 0.971354, history: 00000000000000000000
2665313: 282, zeros: 282, ones: 0, pp: 1.000000, history: 00000000000000000000
2665353: 103, zeros: 102, ones: 1, pp: 0.990291, history: 00000000000000000000
2665363: 264, zeros: 264, ones: 0, pp: 1.000000, history: 00000000000000000000
2665523: 678, zeros: 507, ones: 171, pp: 0.747788, history: 00000000000000000000
2671313: 155, zeros: 155, ones: 0, pp: 1.000000, history: 00000000000000000000
2675153: 811, zeros: 811, ones: 0, pp: 1.000000, history: 00000000000000000000
2675313: 1372, zeros: 1370, ones: 2, pp: 0.998542, history: 00000000000000000000
2675373: 814, zeros: 814, ones: 0, pp: 1.000000, history: 00000000000000000000
2705153: 175, zeros: 175, ones: 0, pp: 1.000000, history: 00000000000000000000
2705373: 180, zeros: 180, ones: 0, pp: 1.000000, history: 00000000000000000000
2744103: 2271, zeros: 2207, ones: 64, pp: 0.971819, history: 00000000000000000000
2744173: 110, zeros: 110, ones: 0, pp: 1.000000, history: 00000000000000000000
2745153: 380, zeros: 380, ones: 0, pp: 1.000000, history: 00000000000000000000
2745373: 1724, zeros: 1724, ones: 0, pp: 1.000000, history: 00000000000000000000
4100361: 219, zeros: 219, ones: 0, pp: 1.000000, history: 00000000000000000000
4102221: 368, zeros: 347, ones: 21, pp: 0.942935, history: 00000000000000000000
4110361: 153, zeros: 153, ones: 0, pp: 1.000000, history: 00000000000000000000
4120205: 207, zeros: 196, ones: 11, pp: 0.946860, history: 00000000000000000000
4220245: 502, zeros: 498, ones: 4, pp: 0.992032, history: 00000000000000000000
4220246: 238, zeros: 236, ones: 2, pp: 0.991597, history: 00000000000000000000
4221706: 415, zeros: 415, ones: 0, pp: 1.000000, history: 00000000000000000000
4350721: 138, zeros: 138, ones: 0, pp: 1.000000, history: 00000000000000000000
4360204: 793, zeros: 786, ones: 7, pp: 0.991173, history: 00000000000000000000
4360206: 1120, zeros: 1104, ones: 16, pp: 0.985714, history: 00000000000000000000
4360444: 324, zeros: 319, ones: 5, pp: 0.984568, history: 00000000000000000000
4360446: 459, zeros: 450, ones: 9, pp: 0.980392, history: 00000000000000000000
4770361: 261, zeros: 261, ones: 0, pp: 1.000000, history: 00000000000000000000
5140741: 268, zeros: 265, ones: 3, pp: 0.988806, history: 00000000000000000000
5150701: 169, zeros: 168, ones: 1, pp: 0.994083, history: 00000000000000000000
5150741: 337, zeros: 334, ones: 3, pp: 0.991098, history: 00000000000000000000
5340741: 116, zeros: 111, ones: 5, pp: 0.956897, history: 00000000000000000000
5360661: 117, zeros: 117, ones: 0, pp: 1.000000, history: 00000000000000000000
5360741: 218, zeros: 215, ones: 3, pp: 0.986239, history: 00000000000000000000
5520661: 118, zeros: 118, ones: 0, pp: 1.000000, history: 00000000000000000000
5530701: 135, zeros: 135, ones: 0, pp: 1.000000, history: 00000000000000000000
5530741: 217, zeros: 214, ones: 3, pp: 0.986175, history: 00000000000000000000
5540741: 159, zeros: 157, ones: 2, pp: 0.987421, history: 00000000000000000000
10200401: 343, zeros: 336, ones: 7, pp: 0.979592, history: 00000000000000000000
10200501: 180, zeros: 168, ones: 12, pp: 0.933333, history: 00000000000000000000
10200741: 235, zeros: 218, ones: 17, pp: 0.927660, history: 00000000000000000000
10200742: 219, zeros: 219, ones: 0, pp: 1.000000, history: 00000000000000000000
10201701: 114, zeros: 111, ones: 3, pp: 0.973684, history: 00000000000000000000
10203541: 209, zeros: 209, ones: 0, pp: 1.000000, history: 00000000000000000000
10204041: 123, zeros: 122, ones: 1, pp: 0.991870, history: 00000000000000000000
10204151: 119, zeros: 115, ones: 4, pp: 0.966387, history: 00000000000000000000
10204351: 302, zeros: 284, ones: 18, pp: 0.940397, history: 00000000000000000000
10204441: 3071, zeros: 3065, ones: 6, pp: 0.998046, history: 00000000000000000000
10204442: 347, zeros: 347, ones: 0, pp: 1.000000, history: 00000000000000000000
10204517: 648, zeros: 648, ones: 0, pp: 1.000000, history: 00000000000000000000
10204657: 632, zeros: 632, ones: 0, pp: 1.000000, history: 00000000000000000000
10205255: 119, zeros: 118, ones: 1, pp: 0.991597, history: 00000000000000000000
10205351: 331, zeros: 325, ones: 6, pp: 0.981873, history: 00000000000000000000
10205657: 388, zeros: 388, ones: 0, pp: 1.000000, history: 00000000000000000000
10206655: 894, zeros: 859, ones: 35, pp: 0.960850, history: 00000000000000000000
10220742: 153, zeros: 153, ones: 0, pp: 1.000000, history: 00000000000000000000
10366541: 929, zeros: 929, ones: 0, pp: 1.000000, history: 00000000000000000000
10366542: 108, zeros: 108, ones: 0, pp: 1.000000, history: 00000000000000000000
10366601: 563, zeros: 562, ones: 1, pp: 0.998224, history: 00000000000000000000
10366613: 104, zeros: 103, ones: 1, pp: 0.990385, history: 00000000000000000000
10440401: 299, zeros: 297, ones: 2, pp: 0.993311, history: 00000000000000000000
10440501: 458, zeros: 443, ones: 15, pp: 0.967249, history: 00000000000000000000
10440741: 113, zeros: 107, ones: 6, pp: 0.946903, history: 00000000000000000000
10444441: 193, zeros: 193, ones: 0, pp: 1.000000, history: 00000000000000000000
10700417: 124, zeros: 124, ones: 0, pp: 1.000000, history: 00000000000000000000
10700741: 675, zeros: 664, ones: 11, pp: 0.983704, history: 00000000000000000000
10721641: 1229, zeros: 1229, ones: 0, pp: 1.000000, history: 00000000000000000000
10721642: 138, zeros: 138, ones: 0, pp: 1.000000, history: 00000000000000000000
10740742: 983, zeros: 983, ones: 0, pp: 1.000000, history: 00000000000000000000
10741101: 853, zeros: 651, ones: 202, pp: 0.763189, history: 00000000000000000000
11706001: 414, zeros: 414, ones: 0, pp: 1.000000, history: 00000000000000000000
11760742: 261, zeros: 261, ones: 0, pp: 1.000000, history: 00000000000000000000
12164451: 372, zeros: 372, ones: 0, pp: 1.000000, history: 00000000000000000000
12220755: 109, zeros: 107, ones: 2, pp: 0.981651, history: 00000000000000000000
12221601: 121, zeros: 119, ones: 2, pp: 0.983471, history: 00000000000000000000
12224515: 451, zeros: 448, ones: 3, pp: 0.993348, history: 00000000000000000000
12224553: 645, zeros: 611, ones: 34, pp: 0.947287, history: 00000000000000000000
12224601: 1335, zeros: 1333, ones: 2, pp: 0.998502, history: 00000000000000000000
12224602: 149, zeros: 149, ones: 0, pp: 1.000000, history: 00000000000000000000
12225641: 220, zeros: 219, ones: 1, pp: 0.995455, history: 00000000000000000000
12225701: 1585, zeros: 1440, ones: 145, pp: 0.908517, history: 00000000000000000000
12225702: 137, zeros: 137, ones: 0, pp: 1.000000, history: 00000000000000000000
12225717: 446, zeros: 446, ones: 0, pp: 1.000000, history: 00000000000000000000
12226501: 329, zeros: 321, ones: 8, pp: 0.975684, history: 00000000000000000000
12226517: 168, zeros: 168, ones: 0, pp: 1.000000, history: 00000000000000000000
12226541: 3011, zeros: 3010, ones: 1, pp: 0.999668, history: 00000000000000000000
12226542: 254, zeros: 254, ones: 0, pp: 1.000000, history: 00000000000000000000
12226601: 2819, zeros: 2697, ones: 122, pp: 0.956722, history: 00000000000000000000
12226602: 238, zeros: 238, ones: 0, pp: 1.000000, history: 00000000000000000000
12227455: 209, zeros: 206, ones: 3, pp: 0.985646, history: 00000000000000000000
12244641: 703, zeros: 702, ones: 1, pp: 0.998578, history: 00000000000000000000
12247441: 647, zeros: 647, ones: 0, pp: 1.000000, history: 00000000000000000000
12264641: 826, zeros: 826, ones: 0, pp: 1.000000, history: 00000000000000000000
12264655: 453, zeros: 448, ones: 5, pp: 0.988962, history: 00000000000000000000
12265401: 1083, zeros: 1083, ones: 0, pp: 1.000000, history: 00000000000000000000
12265402: 124, zeros: 124, ones: 0, pp: 1.000000, history: 00000000000000000000
12265541: 329, zeros: 321, ones: 8, pp: 0.975684, history: 00000000000000000000
12266601: 248, zeros: 248, ones: 0, pp: 1.000000, history: 00000000000000000000
12300417: 213, zeros: 213, ones: 0, pp: 1.000000, history: 00000000000000000000
12301601: 1073, zeros: 1022, ones: 51, pp: 0.952470, history: 00000000000000000000
12301602: 120, zeros: 120, ones: 0, pp: 1.000000, history: 00000000000000000000
12301702: 265, zeros: 265, ones: 0, pp: 1.000000, history: 00000000000000000000
12304457: 249, zeros: 249, ones: 0, pp: 1.000000, history: 00000000000000000000
12304617: 186, zeros: 186, ones: 0, pp: 1.000000, history: 00000000000000000000
12304641: 385, zeros: 383, ones: 2, pp: 0.994805, history: 00000000000000000000
12304655: 852, zeros: 780, ones: 72, pp: 0.915493, history: 00000000000000000000
12305617: 177, zeros: 177, ones: 0, pp: 1.000000, history: 00000000000000000000
12305741: 230, zeros: 229, ones: 1, pp: 0.995652, history: 00000000000000000000
12307441: 298, zeros: 276, ones: 22, pp: 0.926174, history: 00000000000000000000
12320417: 317, zeros: 317, ones: 0, pp: 1.000000, history: 00000000000000000000
12321602: 168, zeros: 168, ones: 0, pp: 1.000000, history: 00000000000000000000
12321702: 334, zeros: 334, ones: 0, pp: 1.000000, history: 00000000000000000000
12324511: 588, zeros: 582, ones: 6, pp: 0.989796, history: 00000000000000000000
12324601: 4510, zeros: 4509, ones: 1, pp: 0.999778, history: 00000000000000000000
12324602: 477, zeros: 477, ones: 0, pp: 1.000000, history: 00000000000000000000
12324641: 262, zeros: 260, ones: 2, pp: 0.992366, history: 00000000000000000000
12325617: 374, zeros: 374, ones: 0, pp: 1.000000, history: 00000000000000000000
12325641: 175, zeros: 174, ones: 1, pp: 0.994286, history: 00000000000000000000
12325701: 1827, zeros: 1779, ones: 48, pp: 0.973727, history: 00000000000000000000
12325702: 170, zeros: 170, ones: 0, pp: 1.000000, history: 00000000000000000000
12326501: 3390, zeros: 3319, ones: 71, pp: 0.979056, history: 00000000000000000000
12326502: 382, zeros: 382, ones: 0, pp: 1.000000, history: 00000000000000000000
12326517: 480, zeros: 480, ones: 0, pp: 1.000000, history: 00000000000000000000
12326541: 1128, zeros: 1113, ones: 15, pp: 0.986702, history: 00000000000000000000
12326542: 123, zeros: 123, ones: 0, pp: 1.000000, history: 00000000000000000000
12326601: 514, zeros: 503, ones: 11, pp: 0.978599, history: 00000000000000000000
12326741: 314, zeros: 313, ones: 1, pp: 0.996815, history: 00000000000000000000
12327441: 423, zeros: 410, ones: 13, pp: 0.969267, history: 00000000000000000000
12340417: 148, zeros: 148, ones: 0, pp: 1.000000, history: 00000000000000000000
12344451: 291, zeros: 284, ones: 7, pp: 0.975945, history: 00000000000000000000
12345755: 1767, zeros: 1627, ones: 140, pp: 0.920770, history: 00000000000000000000
12346601: 102, zeros: 102, ones: 0, pp: 1.000000, history: 00000000000000000000
12346655: 126, zeros: 102, ones: 24, pp: 0.809524, history: 00000000000000000000
12364641: 302, zeros: 299, ones: 3, pp: 0.990066, history: 00000000000000000000
12365401: 380, zeros: 380, ones: 0, pp: 1.000000, history: 00000000000000000000
12365741: 151, zeros: 151, ones: 0, pp: 1.000000, history: 00000000000000000000
12366541: 120, zeros: 118, ones: 2, pp: 0.983333, history: 00000000000000000000
12404641: 345, zeros: 324, ones: 21, pp: 0.939130, history: 00000000000000000000
12426601: 269, zeros: 266, ones: 3, pp: 0.988848, history: 00000000000000000000
12445755: 131, zeros: 129, ones: 2, pp: 0.984733, history: 00000000000000000000
12564453: 382, zeros: 382, ones: 0, pp: 1.000000, history: 00000000000000000000
12604641: 9106, zeros: 8990, ones: 116, pp: 0.987261, history: 00000000000000000000
12604642: 958, zeros: 958, ones: 0, pp: 1.000000, history: 00000000000000000000
12604655: 3797, zeros: 3707, ones: 90, pp: 0.976297, history: 00000000000000000000
12604657: 404, zeros: 404, ones: 0, pp: 1.000000, history: 00000000000000000000
12605455: 1990, zeros: 1897, ones: 93, pp: 0.953266, history: 00000000000000000000
12606553: 555, zeros: 553, ones: 2, pp: 0.996396, history: 00000000000000000000
12606601: 647, zeros: 645, ones: 2, pp: 0.996909, history: 00000000000000000000
12624601: 1027, zeros: 1025, ones: 2, pp: 0.998053, history: 00000000000000000000
12624701: 319, zeros: 318, ones: 1, pp: 0.996865, history: 00000000000000000000
12624753: 1148, zeros: 1011, ones: 137, pp: 0.880662, history: 00000000000000000000
12625617: 131, zeros: 131, ones: 0, pp: 1.000000, history: 00000000000000000000
12625641: 340, zeros: 338, ones: 2, pp: 0.994118, history: 00000000000000000000
12625655: 330, zeros: 318, ones: 12, pp: 0.963636, history: 00000000000000000000
12625701: 2432, zeros: 2399, ones: 33, pp: 0.986431, history: 00000000000000000000
12625702: 214, zeros: 214, ones: 0, pp: 1.000000, history: 00000000000000000000
12626501: 331, zeros: 327, ones: 4, pp: 0.987915, history: 00000000000000000000
