21542232: 148, zeros: 52, ones: 96, pp: 0.351351, history: 01011111011100111000
5533301: 314, zeros: 118, ones: 196, pp: 0.375796, history: 01011111011111111010
26601023: 874, zeros: 421, ones: 453, pp: 0.481693, history: 01011111100101001011
51502056: 1549, zeros: 605, ones: 944, pp: 0.390575, history: 01011111100110100101
41022247: 534, zeros: 225, ones: 309, pp: 0.421348, history: 01011111100110110011
53633065: 262, zeros: 140, ones: 122, pp: 0.534351, history: 01011111101110111111
1044361: 472, zeros: 57, ones: 415, pp: 0.120763, history: 01011111101111111101
5543621: 222, zeros: 40, ones: 182, pp: 0.180180, history: 01011111110101111111
12225711: 5472, zeros: 484, ones: 4988, pp: 0.088450, history: 01011111111011111111
2041402: 163, zeros: 60, ones: 103, pp: 0.368098, history: 01011111111111111110
2540340: 341, zeros: 314, ones: 27, pp: 0.920821, history: 01100000000000000000
1222545: 2456, zeros: 2051, ones: 405, pp: 0.835098, history: 01100000000000000011
1234665: 473, zeros: 346, ones: 127, pp: 0.731501, history: 01100000000000000100
1236561: 347, zeros: 286, ones: 61, pp: 0.824207, history: 01100000000000000100
530362: 192, zeros: 159, ones: 33, pp: 0.828125, history: 01100000000000001101
2571540: 1401, zeros: 1058, ones: 343, pp: 0.755175, history: 01100000000000100100
1036621: 122, zeros: 92, ones: 30, pp: 0.754098, history: 01100000000001010010
2451112: 456, zeros: 265, ones: 191, pp: 0.581140, history: 01100000000010000000
53626266: 111, zeros: 105, ones: 6, pp: 0.945946, history: 01100000000010000000
51502046: 1163, zeros: 689, ones: 474, pp: 0.592433, history: 01100000000010000111
2665540: 1501, zeros: 1251, ones: 250, pp: 0.833444, history: 01100000000100000000
2661370: 3896, zeros: 3491, ones: 405, pp: 0.896047, history: 01100000000101001000
2641522: 1047, zeros: 473, ones: 574, pp: 0.451767, history: 01100000000111100110
12605451: 818, zeros: 679, ones: 139, pp: 0.830073, history: 01100000001000000100
2445523: 1200, zeros: 1032, ones: 168, pp: 0.860000, history: 01100000001010000110
1230545: 1577, zeros: 986, ones: 591, pp: 0.625238, history: 01100000001010001101
2744360: 662, zeros: 429, ones: 233, pp: 0.648036, history: 01100000001110110111
25753623: 1563, zeros: 1085, ones: 478, pp: 0.694178, history: 01100000010001000000
2575502: 460, zeros: 297, ones: 163, pp: 0.645652, history: 01100000010010000100
2575132: 382, zeros: 133, ones: 249, pp: 0.348168, history: 01100000010101110010
12225713: 714, zeros: 317, ones: 397, pp: 0.443978, history: 01100000011100010000
2445132: 1206, zeros: 561, ones: 645, pp: 0.465174, history: 01100000011101100111
26602222: 143, zeros: 85, ones: 58, pp: 0.594406, history: 01100000100000010110
12301111: 374, zeros: 250, ones: 124, pp: 0.668449, history: 01100000100100000001
2445352: 800, zeros: 623, ones: 177, pp: 0.778750, history: 01100000110010001100
51527446: 873, zeros: 418, ones: 455, pp: 0.478809, history: 01100000110110011001
2575332: 363, zeros: 266, ones: 97, pp: 0.732782, history: 01100000111100000000
1020465: 2082, zeros: 960, ones: 1122, pp: 0.461095, history: 01100000111110110100
10440512: 498, zeros: 314, ones: 184, pp: 0.630522, history: 01100001000010010010
2575160: 3785, zeros: 3449, ones: 336, pp: 0.911229, history: 01100001001000000000
26602233: 228, zeros: 148, ones: 80, pp: 0.649123, history: 01100001001100001010
12221115: 146, zeros: 91, ones: 55, pp: 0.623288, history: 01100001011100000010
12324553: 340, zeros: 181, ones: 159, pp: 0.532353, history: 01100001100100001101
13320415: 373, zeros: 159, ones: 214, pp: 0.426273, history: 01100001111101100111
12344453: 233, zeros: 110, ones: 123, pp: 0.472103, history: 01100001111101110110
2050102: 334, zeros: 127, ones: 207, pp: 0.380240, history: 01100001111101111110
2575370: 187, zeros: 122, ones: 65, pp: 0.652406, history: 01100010000000010000
2474102: 2256, zeros: 1021, ones: 1235, pp: 0.452571, history: 01100010010111000101
5562321: 274, zeros: 122, ones: 152, pp: 0.445255, history: 01100010010111110110
26551527: 737, zeros: 447, ones: 290, pp: 0.606513, history: 01100010110111001101
1276165: 104, zeros: 95, ones: 9, pp: 0.913462, history: 01100011000000000000
2651362: 543, zeros: 325, ones: 218, pp: 0.598527, history: 01100011011000000000
12266513: 216, zeros: 75, ones: 141, pp: 0.347222, history: 01100011011001111001
13260412: 122, zeros: 87, ones: 35, pp: 0.713115, history: 01100011011100000000
536330: 3302, zeros: 1413, ones: 1889, pp: 0.427922, history: 01100011011110010011
12660411: 338, zeros: 241, ones: 97, pp: 0.713018, history: 01100011101101001000
55427656: 131, zeros: 53, ones: 78, pp: 0.404580, history: 01100011110111011100
25451527: 581, zeros: 431, ones: 150, pp: 0.741824, history: 01100100000000100000
12305455: 588, zeros: 454, ones: 134, pp: 0.772109, history: 01100100000001000010
10740412: 1134, zeros: 857, ones: 277, pp: 0.755732, history: 01100100000001001000
10360412: 101, zeros: 58, ones: 43, pp: 0.574257, history: 01100100000100011001
12325713: 391, zeros: 183, ones: 208, pp: 0.468031, history: 01100100001001110010
12326611: 185, zeros: 91, ones: 94, pp: 0.491892, history: 01100100010001000010
422024: 1491, zeros: 461, ones: 1030, pp: 0.309188, history: 01100100010100111101
13624651: 177, zeros: 132, ones: 45, pp: 0.745763, history: 01100100010101000000
2051472: 147, zeros: 75, ones: 72, pp: 0.510204, history: 01100100010110000001
24453607: 318, zeros: 201, ones: 117, pp: 0.632075, history: 01100100011000010100
2460102: 8109, zeros: 3941, ones: 4168, pp: 0.486003, history: 01100100101100101001
13624655: 380, zeros: 253, ones: 127, pp: 0.665789, history: 01100101000010000000
12326515: 1114, zeros: 757, ones: 357, pp: 0.679533, history: 01100101000101010000
24455207: 103, zeros: 65, ones: 38, pp: 0.631068, history: 01100101000101010100
1270561: 1099, zeros: 682, ones: 417, pp: 0.620564, history: 01100101001000010000
53522265: 365, zeros: 297, ones: 68, pp: 0.813699, history: 01100101001111010000
2154222: 401, zeros: 224, ones: 177, pp: 0.558603, history: 01100101101010011011
26513732: 313, zeros: 130, ones: 183, pp: 0.415335, history: 01100110010010001111
12765713: 368, zeros: 73, ones: 295, pp: 0.198370, history: 01100110111011100011
13621111: 167, zeros: 107, ones: 60, pp: 0.640719, history: 01100111010000010010
24511527: 173, zeros: 126, ones: 47, pp: 0.728324, history: 01100111100000111010
26753727: 808, zeros: 318, ones: 490, pp: 0.393564, history: 01100111110000000000
12340415: 1812, zeros: 383, ones: 1429, pp: 0.211369, history: 01100111111011111111
553260: 3326, zeros: 298, ones: 3028, pp: 0.089597, history: 01100111111111010111
10444511: 264, zeros: 44, ones: 220, pp: 0.166667, history: 01100111111111111111
12326551: 336, zeros: 67, ones: 269, pp: 0.199405, history: 01100111111111111111
2571152: 1011, zeros: 847, ones: 164, pp: 0.837784, history: 01101000000000000100
10204551: 965, zeros: 859, ones: 106, pp: 0.890155, history: 01101000000000100000
12265455: 223, zeros: 147, ones: 76, pp: 0.659193, history: 01101000000001010100
53123466: 106, zeros: 72, ones: 34, pp: 0.679245, history: 01101000000011000001
26641026: 183, zeros: 111, ones: 72, pp: 0.606557, history: 01101000000101101110
1270545: 2385, zeros: 1757, ones: 628, pp: 0.736688, history: 01101000010000000010
4102421: 119, zeros: 86, ones: 33, pp: 0.722689, history: 01101000100000110100
10445411: 555, zeros: 263, ones: 292, pp: 0.473874, history: 01101000101000100001
13261113: 276, zeros: 105, ones: 171, pp: 0.380435, history: 01101000101101010111
1236041: 3745, zeros: 2256, ones: 1489, pp: 0.602403, history: 01101001010001010111
55326256: 145, zeros: 94, ones: 51, pp: 0.648276, history: 01101010001000100100
55302045: 698, zeros: 363, ones: 335, pp: 0.520057, history: 01101010110101111010
2665342: 1287, zeros: 1047, ones: 240, pp: 0.813520, history: 01101011000100010000
24551507: 362, zeros: 209, ones: 153, pp: 0.577348, history: 01101011000101010011
2651552: 328, zeros: 179, ones: 149, pp: 0.545732, history: 01101011001101101111
2651162: 101, zeros: 62, ones: 39, pp: 0.613861, history: 01101011110000100000
10205755: 1535, zeros: 585, ones: 950, pp: 0.381107, history: 01101011110010000101
26613127: 2500, zeros: 790, ones: 1710, pp: 0.316000, history: 01101011110011111110
2460100: 174, zeros: 62, ones: 112, pp: 0.356322, history: 01101011110111011001
2111172: 142, zeros: 46, ones: 96, pp: 0.323944, history: 01101011110111111100
5303301: 270, zeros: 61, ones: 209, pp: 0.225926, history: 01101011111011010101
1364465: 110, zeros: 98, ones: 12, pp: 0.890909, history: 01101100000000010000
1320465: 1763, zeros: 1075, ones: 688, pp: 0.609756, history: 01101100000001101000
12420411: 703, zeros: 406, ones: 297, pp: 0.577525, history: 01101100010000001000
24453423: 209, zeros: 106, ones: 103, pp: 0.507177, history: 01101100110011100010
55523046: 142, zeros: 61, ones: 81, pp: 0.429577, history: 01101101110011100000
1324545: 2533, zeros: 1974, ones: 559, pp: 0.779313, history: 01101101110111000000
24651526: 102, zeros: 31, ones: 71, pp: 0.303922, history: 01101101111001101111
55404454: 108, zeros: 59, ones: 49, pp: 0.546296, history: 01101110010010000010
55426256: 790, zeros: 301, ones: 489, pp: 0.381013, history: 01101110010100010100
2041162: 3495, zeros: 1187, ones: 2308, pp: 0.339628, history: 01101110010110110101
53426247: 413, zeros: 149, ones: 264, pp: 0.360775, history: 01101110110110111101
13266411: 456, zeros: 84, ones: 372, pp: 0.184211, history: 01101110110111111011
1276461: 340, zeros: 136, ones: 204, pp: 0.400000, history: 01101110111001110001
2545342: 1344, zeros: 388, ones: 956, pp: 0.288690, history: 01101110111100001111
12226411: 154, zeros: 27, ones: 127, pp: 0.175325, history: 01101110111111111110
12304613: 117, zeros: 54, ones: 63, pp: 0.461538, history: 01101111000000001010
533232: 1458, zeros: 614, ones: 844, pp: 0.421125, history: 01101111010011111111
4100244: 161, zeros: 121, ones: 40, pp: 0.751553, history: 01101111010110000000
25653127: 663, zeros: 163, ones: 500, pp: 0.245852, history: 01101111011111100011
25755507: 173, zeros: 108, ones: 65, pp: 0.624277, history: 01101111100000000000
10205611: 1098, zeros: 568, ones: 530, pp: 0.517304, history: 01101111110111001000
2575572: 1218, zeros: 445, ones: 773, pp: 0.365353, history: 01101111110111110011
12624555: 145, zeros: 11, ones: 134, pp: 0.075862, history: 01101111111001111111
13264651: 1157, zeros: 146, ones: 1011, pp: 0.126188, history: 01101111111011111111
12324713: 235, zeros: 33, ones: 202, pp: 0.140426, history: 01101111111101111111
410024: 828, zeros: 188, ones: 640, pp: 0.227053, history: 01101111111110111110
1274561: 363, zeros: 42, ones: 321, pp: 0.115702, history: 01101111111111111101
410020: 520, zeros: 411, ones: 109, pp: 0.790385, history: 01110000000001100001
2110100: 344, zeros: 299, ones: 45, pp: 0.869186, history: 01110000000001110010
2545722: 111, zeros: 82, ones: 29, pp: 0.738739, history: 01110000010100000100
12740413: 2157, zeros: 1167, ones: 990, pp: 0.541029, history: 01110000010111001000
24602233: 278, zeros: 196, ones: 82, pp: 0.705036, history: 01110000011010000101
55326257: 573, zeros: 360, ones: 213, pp: 0.628272, history: 01110000101000110110
2655532: 726, zeros: 355, ones: 371, pp: 0.488981, history: 01110000101001000010
20415327: 1565, zeros: 344, ones: 1221, pp: 0.219808, history: 01110000111101110100
12325653: 169, zeros: 52, ones: 117, pp: 0.307692, history: 01110001001001111111
2464102: 12160, zeros: 6216, ones: 5944, pp: 0.511184, history: 01110001001111111110
24611507: 125, zeros: 70, ones: 55, pp: 0.560000, history: 01110001011011011000
1232445: 3688, zeros: 1358, ones: 2330, pp: 0.368221, history: 01110001100101101101
2545350: 566, zeros: 340, ones: 226, pp: 0.600707, history: 01110001110000010100
27441023: 680, zeros: 341, ones: 339, pp: 0.501471, history: 01110001110110001101
12625653: 162, zeros: 63, ones: 99, pp: 0.388889, history: 01110001111100101011
422036: 537, zeros: 116, ones: 421, pp: 0.216015, history: 01110001111111111111
2655572: 163, zeros: 115, ones: 48, pp: 0.705521, history: 01110010000000001001
5312741: 467, zeros: 214, ones: 253, pp: 0.458244, history: 01110010001101110110
12725455: 408, zeros: 341, ones: 67, pp: 0.835784, history: 01110010010100000000
2041242: 242, zeros: 55, ones: 187, pp: 0.227273, history: 01110010100110101111
13621115: 233, zeros: 88, ones: 145, pp: 0.377682, history: 01110011011000101010
1044405: 131, zeros: 87, ones: 44, pp: 0.664122, history: 01110011100010100000
1020665: 1410, zeros: 516, ones: 894, pp: 0.365957, history: 01110011101101110110
51223247: 292, zeros: 158, ones: 134, pp: 0.541096, history: 01110011101110101101
2571172: 533, zeros: 340, ones: 193, pp: 0.637899, history: 01110011101111000001
20411132: 1979, zeros: 231, ones: 1748, pp: 0.116726, history: 01110011110101111111
13326511: 807, zeros: 184, ones: 623, pp: 0.228005, history: 01110011111010111111
12305451: 568, zeros: 113, ones: 455, pp: 0.198944, history: 01110011111110110000
4350204: 297, zeros: 46, ones: 251, pp: 0.154882, history: 01110011111110111011
1276565: 1720, zeros: 1537, ones: 183, pp: 0.893605, history: 01110100000000000000
25653123: 248, zeros: 101, ones: 147, pp: 0.407258, history: 01110100010011111111
26613733: 211, zeros: 56, ones: 155, pp: 0.265403, history: 01110100010111111101
534270: 3339, zeros: 2240, ones: 1099, pp: 0.670860, history: 01110100011010010110
21601032: 711, zeros: 156, ones: 555, pp: 0.219409, history: 01110100111100101111
55202045: 389, zeros: 195, ones: 194, pp: 0.501285, history: 01110101000000101101
2455522: 378, zeros: 162, ones: 216, pp: 0.428571, history: 01110101101110011000
2465542: 525, zeros: 185, ones: 340, pp: 0.352381, history: 01110101110000010110
25701023: 655, zeros: 331, ones: 324, pp: 0.505344, history: 01110101110011110110
1232661: 1064, zeros: 525, ones: 539, pp: 0.493421, history: 01110101110110101011
12366653: 110, zeros: 39, ones: 71, pp: 0.354545, history: 01110101110111101010
24601023: 1078, zeros: 465, ones: 613, pp: 0.431354, history: 01110101111101001110
511270: 3085, zeros: 585, ones: 2500, pp: 0.189627, history: 01110101111110111110
55702057: 113, zeros: 35, ones: 78, pp: 0.309735, history: 01110101111111101111
13244651: 2373, zeros: 1107, ones: 1266, pp: 0.466498, history: 01110110101010001110
1320445: 1058, zeros: 302, ones: 756, pp: 0.285444, history: 01110110110101100101
12746651: 104, zeros: 24, ones: 80, pp: 0.230769, history: 01110110111101011111
53122666: 134, zeros: 73, ones: 61, pp: 0.544776, history: 01110111010100000110
51123046: 353, zeros: 122, ones: 231, pp: 0.345609, history: 01110111101001011111
12604455: 3548, zeros: 612, ones: 2936, pp: 0.172492, history: 01110111110111111111
53602041: 104, zeros: 67, ones: 37, pp: 0.644231, history: 01110111111111110011
55702067: 119, zeros: 14, ones: 105, pp: 0.117647, history: 01110111111111111101
51522666: 594, zeros: 553, ones: 41, pp: 0.930976, history: 01111000000100000000
1262445: 366, zeros: 259, ones: 107, pp: 0.707650, history: 01111000010001010010
535362: 446, zeros: 400, ones: 46, pp: 0.896861, history: 01111000100000000000
10205455: 2220, zeros: 752, ones: 1468, pp: 0.338739, history: 01111001001111111101
13365411: 849, zeros: 326, ones: 523, pp: 0.383981, history: 01111001110101101110
2041252: 287, zeros: 141, ones: 146, pp: 0.491289, history: 01111001111011101000
572232: 172, zeros: 62, ones: 110, pp: 0.360465, history: 01111001111111000110
12704613: 184, zeros: 82, ones: 102, pp: 0.445652, history: 01111001111111111000
1234111: 349, zeros: 207, ones: 142, pp: 0.593123, history: 01111010001101001010
12761701: 110, zeros: 67, ones: 43, pp: 0.609091, history: 01111010001111000010
12624613: 147, zeros: 48, ones: 99, pp: 0.326531, history: 01111010010100001100
2465312: 415, zeros: 115, ones: 300, pp: 0.277108, history: 01111010010110011100
2545343: 246, zeros: 115, ones: 131, pp: 0.467480, history: 01111010011000110010
515324: 9974, zeros: 4740, ones: 5234, pp: 0.475236, history: 01111010011010110101
511274: 9367, zeros: 2066, ones: 7301, pp: 0.220562, history: 01111010101101111100
55027665: 446, zeros: 106, ones: 340, pp: 0.237668, history: 01111010111111111000
13265613: 137, zeros: 75, ones: 62, pp: 0.547445, history: 01111011000100000000
24602227: 162, zeros: 66, ones: 96, pp: 0.407407, history: 01111011010010000000
51504456: 170, zeros: 67, ones: 103, pp: 0.394118, history: 01111011010111010001
24555532: 220, zeros: 48, ones: 172, pp: 0.218182, history: 01111011011000111111
10205213: 183, zeros: 151, ones: 32, pp: 0.825137, history: 01111011100001000011
1232075: 304, zeros: 67, ones: 237, pp: 0.220395, history: 01111011100001111111
4760444: 135, zeros: 42, ones: 93, pp: 0.311111, history: 01111011101101101011
51502055: 173, zeros: 48, ones: 125, pp: 0.277457, history: 01111011101110111100
25711533: 402, zeros: 31, ones: 371, pp: 0.077114, history: 01111011101111011111
12706651: 113, zeros: 33, ones: 80, pp: 0.292035, history: 01111011111110111110
55402067: 910, zeros: 45, ones: 865, pp: 0.049451, history: 01111011111111111011
24653507: 110, zeros: 51, ones: 59, pp: 0.463636, history: 01111100010111100000
55202056: 466, zeros: 166, ones: 300, pp: 0.356223, history: 01111100011010000000
21101231: 190, zeros: 84, ones: 106, pp: 0.442105, history: 01111100101001001011
24641023: 2669, zeros: 1163, ones: 1506, pp: 0.435744, history: 01111100101101110110
10445751: 299, zeros: 37, ones: 262, pp: 0.123746, history: 01111100111011111111
25411127: 1002, zeros: 312, ones: 690, pp: 0.311377, history: 01111101001101110001
51402054: 1833, zeros: 1011, ones: 822, pp: 0.551555, history: 01111101010000110110
13206655: 170, zeros: 67, ones: 103, pp: 0.394118, history: 01111101011011111111
1044665: 151, zeros: 56, ones: 95, pp: 0.370861, history: 01111101100100100001
55223256: 421, zeros: 184, ones: 237, pp: 0.437055, history: 01111101100111001011
25701032: 679, zeros: 136, ones: 543, pp: 0.200295, history: 01111101101110011001
55304457: 126, zeros: 50, ones: 76, pp: 0.396825, history: 01111101110000111011
24642232: 355, zeros: 79, ones: 276, pp: 0.222535, history: 01111101110110110010
5132321: 458, zeros: 93, ones: 365, pp: 0.203057, history: 01111101110111111111
55202057: 464, zeros: 108, ones: 356, pp: 0.232759, history: 01111101111001111100
1222111: 369, zeros: 216, ones: 153, pp: 0.585366, history: 01111110000011000100
12366511: 544, zeros: 255, ones: 289, pp: 0.468750, history: 01111110000011010011
24451723: 359, zeros: 277, ones: 82, pp: 0.771588, history: 01111110010111110010
25601033: 561, zeros: 393, ones: 168, pp: 0.700535, history: 01111110011100011011
53702057: 212, zeros: 82, ones: 130, pp: 0.386792, history: 01111110100110001100
2650222: 371, zeros: 173, ones: 198, pp: 0.466307, history: 01111110101001000110
2041172: 1346, zeros: 431, ones: 915, pp: 0.320208, history: 01111110111100110101
1260575: 2170, zeros: 484, ones: 1686, pp: 0.223041, history: 01111110111110011111
2665132: 559, zeros: 50, ones: 509, pp: 0.089445, history: 01111110111111111111
53123046: 855, zeros: 225, ones: 630, pp: 0.263158, history: 01111110111111111111
13360415: 404, zeros: 106, ones: 298, pp: 0.262376, history: 01111111000100111110
55322256: 144, zeros: 29, ones: 115, pp: 0.201389, history: 01111111001110111101
10205711: 747, zeros: 189, ones: 558, pp: 0.253012, history: 01111111001111110111
515272: 1199, zeros: 325, ones: 874, pp: 0.271059, history: 01111111011001110111
25541027: 210, zeros: 61, ones: 149, pp: 0.290476, history: 01111111011101111100
5360204: 2263, zeros: 155, ones: 2108, pp: 0.068493, history: 01111111011110111111
2111712: 174, zeros: 35, ones: 139, pp: 0.201149, history: 01111111011111101111
13246711: 171, zeros: 40, ones: 131, pp: 0.233918, history: 01111111011111111111
10701115: 283, zeros: 81, ones: 202, pp: 0.286219, history: 01111111100111011100
12724651: 578, zeros: 180, ones: 398, pp: 0.311419, history: 01111111100111011110
12624513: 237, zeros: 36, ones: 201, pp: 0.151899, history: 01111111100111111011
12221113: 101, zeros: 24, ones: 77, pp: 0.237624, history: 01111111101101011111
2641552: 119, zeros: 33, ones: 86, pp: 0.277311, history: 01111111101110100000
5122221: 172, zeros: 23, ones: 149, pp: 0.133721, history: 01111111101110111111
24655227: 364, zeros: 122, ones: 242, pp: 0.335165, history: 01111111101111000111
515270: 2740, zeros: 523, ones: 2217, pp: 0.190876, history: 01111111101111111011
12265755: 736, zeros: 142, ones: 594, pp: 0.192935, history: 01111111110011110101
42222265: 135, zeros: 41, ones: 94, pp: 0.303704, history: 01111111110011111100
26555522: 368, zeros: 68, ones: 300, pp: 0.184783, history: 01111111110110111011
55327656: 523, zeros: 134, ones: 389, pp: 0.256214, history: 01111111110110111100
12705611: 344, zeros: 116, ones: 228, pp: 0.337209, history: 01111111110111101110
536326: 1100, zeros: 374, ones: 726, pp: 0.340000, history: 01111111111000111001
12304651: 796, zeros: 281, ones: 515, pp: 0.353015, history: 01111111111001101111
26613122: 329, zeros: 34, ones: 295, pp: 0.103343, history: 01111111111011111111
5143261: 166, zeros: 35, ones: 131, pp: 0.210843, history: 01111111111100110101
12346513: 755, zeros: 60, ones: 695, pp: 0.079470, history: 01111111111101101111
10207451: 459, zeros: 23, ones: 436, pp: 0.050109, history: 01111111111101110111
2621522: 315, zeros: 9, ones: 306, pp: 0.028571, history: 01111111111101111111
5530446: 369, zeros: 8, ones: 361, pp: 0.021680, history: 01111111111101111111
10741114: 450, zeros: 105, ones: 345, pp: 0.233333, history: 01111111111110111111
51327656: 670, zeros: 104, ones: 566, pp: 0.155224, history: 01111111111111011100
4102144: 164, zeros: 7, ones: 157, pp: 0.042683, history: 01111111111111011111
53602057: 623, zeros: 71, ones: 552, pp: 0.113965, history: 01111111111111011111
24741027: 550, zeros: 191, ones: 359, pp: 0.347273, history: 01111111111111100010
42202463: 106, zeros: 14, ones: 92, pp: 0.132075, history: 01111111111111101011
12265611: 245, zeros: 102, ones: 143, pp: 0.416327, history: 01111111111111101111
25715427: 556, zeros: 214, ones: 342, pp: 0.384892, history: 01111111111111111000
20413732: 585, zeros: 168, ones: 417, pp: 0.287179, history: 01111111111111111011
24653622: 453, zeros: 50, ones: 403, pp: 0.110375, history: 01111111111111111101
24453527: 104, zeros: 21, ones: 83, pp: 0.201923, history: 01111111111111111110
26602232: 101, zeros: 14, ones: 87, pp: 0.138614, history: 01111111111111111110
410262: 5968, zeros: 8, ones: 5960, pp: 0.001340, history: 01111111111111111111
410310: 1092, zeros: 2, ones: 1090, pp: 0.001832, history: 01111111111111111111
534222: 1682, zeros: 13, ones: 1669, pp: 0.007729, history: 01111111111111111111
536020: 8309, zeros: 214, ones: 8095, pp: 0.025755, history: 01111111111111111111
550020: 610, zeros: 13, ones: 597, pp: 0.021311, history: 01111111111111111111
2075112: 102, zeros: 2, ones: 100, pp: 0.019608, history: 01111111111111111111
4102404: 414, zeros: 9, ones: 405, pp: 0.021739, history: 01111111111111111111
5170204: 1021, zeros: 35, ones: 986, pp: 0.034280, history: 01111111111111111111
5360446: 327, zeros: 13, ones: 314, pp: 0.039755, history: 01111111111111111111
5520205: 1782, zeros: 97, ones: 1685, pp: 0.054433, history: 01111111111111111111
10205313: 154, zeros: 5, ones: 149, pp: 0.032468, history: 01111111111111111111
12324715: 166, zeros: 11, ones: 155, pp: 0.066265, history: 01111111111111111111
12606513: 257, zeros: 47, ones: 210, pp: 0.182879, history: 01111111111111111111
12704453: 428, zeros: 110, ones: 318, pp: 0.257009, history: 01111111111111111111
13260403: 160, zeros: 5, ones: 155, pp: 0.031250, history: 01111111111111111111
25713127: 626, zeros: 42, ones: 584, pp: 0.067093, history: 01111111111111111111
26555432: 516, zeros: 1, ones: 515, pp: 0.001938, history: 01111111111111111111
41033265: 182, zeros: 4, ones: 178, pp: 0.021978, history: 01111111111111111111
51127454: 155, zeros: 2, ones: 153, pp: 0.012903, history: 01111111111111111111
53733646: 355, zeros: 20, ones: 335, pp: 0.056338, history: 01111111111111111111
410022: 219, zeros: 216, ones: 3, pp: 0.986301, history: 10000000000000000000
1044675: 899, zeros: 884, ones: 15, pp: 0.983315, history: 10000000000000000000
1226554: 517, zeros: 512, ones: 5, pp: 0.990329, history: 10000000000000000000
1272451: 264, zeros: 218, ones: 46, pp: 0.825758, history: 10000000000000000000
1272565: 194, zeros: 180, ones: 14, pp: 0.927835, history: 10000000000000000000
1330661: 1004, zeros: 958, ones: 46, pp: 0.954183, history: 10000000000000000000
2445533: 1038, zeros: 1024, ones: 14, pp: 0.986513, history: 10000000000000000000
2471313: 321, zeros: 299, ones: 22, pp: 0.931464, history: 10000000000000000000
2575353: 183, zeros: 174, ones: 9, pp: 0.950820, history: 10000000000000000000
2651113: 735, zeros: 644, ones: 91, pp: 0.876190, history: 10000000000000000000
2665503: 189, zeros: 187, ones: 2, pp: 0.989418, history: 10000000000000000000
4220365: 178, zeros: 171, ones: 7, pp: 0.960674, history: 10000000000000000000
5140701: 121, zeros: 120, ones: 1, pp: 0.991736, history: 10000000000000000000
10360415: 845, zeros: 777, ones: 68, pp: 0.919527, history: 10000000000000000000
10443614: 415, zeros: 414, ones: 1, pp: 0.997590, history: 10000000000000000000
12626713: 145, zeros: 142, ones: 3, pp: 0.979310, history: 10000000000000000000
20415326: 2574, zeros: 2493, ones: 81, pp: 0.968531, history: 10000000000000000000
24751523: 145, zeros: 144, ones: 1, pp: 0.993103, history: 10000000000000000000
26511126: 171, zeros: 162, ones: 9, pp: 0.947368, history: 10000000000000000000
26655433: 131, zeros: 128, ones: 3, pp: 0.977099, history: 10000000000000000000
41003666: 135, zeros: 134, ones: 1, pp: 0.992593, history: 10000000000000000000
51404466: 196, zeros: 177, ones: 19, pp: 0.903061, history: 10000000000000000000
53022256: 312, zeros: 278, ones: 34, pp: 0.891026, history: 10000000000000000000
53023245: 583, zeros: 570, ones: 13, pp: 0.977702, history: 10000000000000000000
53733616: 194, zeros: 181, ones: 13, pp: 0.932990, history: 10000000000000000000
12244451: 265, zeros: 211, ones: 54, pp: 0.796226, history: 10000000000000000100
24441026: 248, zeros: 219, ones: 29, pp: 0.883065, history: 10000000000000000101
53623216: 157, zeros: 149, ones: 8, pp: 0.949045, history: 10000000000000001001
12327411: 207, zeros: 171, ones: 36, pp: 0.826087, history: 10000000000000010000
42230654: 101, zeros: 95, ones: 6, pp: 0.940594, history: 10000000000000010000
53602066: 2194, zeros: 2062, ones: 132, pp: 0.939836, history: 10000000000000010000
2575362: 2227, zeros: 1859, ones: 368, pp: 0.834755, history: 10000000000000010100
51622265: 272, zeros: 221, ones: 51, pp: 0.812500, history: 10000000000000010100
2445172: 751, zeros: 627, ones: 124, pp: 0.834887, history: 10000000000000100000
2455302: 823, zeros: 564, ones: 259, pp: 0.685298, history: 10000000000000100001
25641022: 327, zeros: 257, ones: 70, pp: 0.785933, history: 10000000000000110001
1232651: 5234, zeros: 3640, ones: 1594, pp: 0.695453, history: 10000000000000110110
1326575: 1157, zeros: 914, ones: 243, pp: 0.789974, history: 10000000000001000000
13326415: 187, zeros: 159, ones: 28, pp: 0.850267, history: 10000000000001001000
26651326: 509, zeros: 429, ones: 80, pp: 0.842829, history: 10000000000001001100
2041253: 135, zeros: 119, ones: 16, pp: 0.881481, history: 10000000000001010001
51102047: 388, zeros: 234, ones: 154, pp: 0.603093, history: 10000000000001010100
2040173: 215, zeros: 205, ones: 10, pp: 0.953488, history: 10000000000010000000
12225553: 143, zeros: 134, ones: 9, pp: 0.937063, history: 10000000000010000000
12365455: 242, zeros: 83, ones: 159, pp: 0.342975, history: 10000000000010100010
24653623: 954, zeros: 873, ones: 81, pp: 0.915094, history: 10000000000100000000
2050103: 279, zeros: 202, ones: 77, pp: 0.724014, history: 10000000000101001100
25713733: 2146, zeros: 1351, ones: 795, pp: 0.629543, history: 10000000000110010000
51102064: 264, zeros: 243, ones: 21, pp: 0.920455, history: 10000000001000001000
25711127: 268, zeros: 216, ones: 52, pp: 0.805970, history: 10000000001000100000
2651350: 225, zeros: 151, ones: 74, pp: 0.671111, history: 10000000001000110000
51504446: 129, zeros: 80, ones: 49, pp: 0.620155, history: 10000000001001000100
